Lea State,LEA,School State,School,ID,Year,Category,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),LEP
VA,CHARLOTTESVILLE CTY PBLC SCHS,VA,Lugo-McGinness Academy,510078002550,2015,Students who took AP courses but did not take any AP tests,0,0,0,0,0,0,0,0,0,0
VA,CHARLOTTESVILLE CTY PBLC SCHS,VA,Lugo-McGinness Academy,510078002550,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,CHARLOTTESVILLE CTY PBLC SCHS,VA,Lugo-McGinness Academy,510078002550,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,CHARLOTTESVILLE CTY PBLC SCHS,VA,Lugo-McGinness Academy,510078002550,2015,Total Enrollment (Secondary Schools),0.06,0.00,0.00,0.06,0.52,0.23,0.13,1.00,0.13,0.00
VA,CHESAPEAKE CITY PBLC SCHS,VA,INDIAN RIVER HIGH,510081000299,2015,Enrollment in AP classes,0.02,0.04,0.00,0.09,0.30,0.46,0.08,1.00,0.02,0.00
VA,CHESAPEAKE CITY PBLC SCHS,VA,INDIAN RIVER HIGH,510081000299,2015,Taking AP tests for some AP courses taken,0.00,0.06,0.00,0.06,0.19,0.59,0.10,1.00,0.03,0.00
VA,CHESAPEAKE CITY PBLC SCHS,VA,INDIAN RIVER HIGH,510081000299,2015,Students who took AP courses but did not take any AP tests,0.02,0.04,0.00,0.11,0.39,0.39,0.05,1.00,0.02,0.00
VA,CHESAPEAKE CITY PBLC SCHS,VA,INDIAN RIVER HIGH,510081000299,2015,Passing some AP tests taken,0,0,0,0,0.27,0.63,0.10,1.00,0,0
VA,CHESAPEAKE CITY PBLC SCHS,VA,INDIAN RIVER HIGH,510081000299,2015,Passing no AP tests taken,0,0,0,0,0,1.00,0,1.00,0,0
VA,CHESAPEAKE CITY PBLC SCHS,VA,INDIAN RIVER HIGH,510081000299,2015,Total Enrollment (Secondary Schools),0.00,0.03,0.00,0.08,0.47,0.36,0.06,1.00,0.20,0.02
VA,CHESAPEAKE CITY PBLC SCHS,VA,OSCAR F SMITH HIGH,510081000303,2015,Enrollment in AP classes,0.01,0.10,0.01,0.08,0.42,0.31,0.07,1.00,0.01,0.01
VA,CHESAPEAKE CITY PBLC SCHS,VA,OSCAR F SMITH HIGH,510081000303,2015,Taking AP tests for some AP courses taken,0.00,0.11,0.01,0.09,0.36,0.34,0.08,1.00,0.01,0.00
VA,CHESAPEAKE CITY PBLC SCHS,VA,OSCAR F SMITH HIGH,510081000303,2015,Students who took AP courses but did not take any AP tests,0.10,0.00,0.00,0.10,0.80,0.00,0.00,1.00,0.00,0.10
VA,CHESAPEAKE CITY PBLC SCHS,VA,OSCAR F SMITH HIGH,510081000303,2015,Passing some AP tests taken,0,0.17,0,0.12,0.19,0.42,0.09,1.00,0,0
VA,CHESAPEAKE CITY PBLC SCHS,VA,OSCAR F SMITH HIGH,510081000303,2015,Passing no AP tests taken,0,0,0,0,0.86,0.14,0,1.00,0,0
VA,CHESAPEAKE CITY PBLC SCHS,VA,OSCAR F SMITH HIGH,510081000303,2015,Total Enrollment (Secondary Schools),0.00,0.04,0.00,0.08,0.57,0.26,0.06,1.00,0.22,0.02
VA,FAIRFAX CO PBLC SCHS,VA,CENTREVILLE HIGH,510126002114,2015,Enrollment in AP classes,0.00,0.44,0.00,0.08,0.05,0.40,0.02,1.00,0.02,0.00
VA,FAIRFAX CO PBLC SCHS,VA,CENTREVILLE HIGH,510126002114,2015,Taking AP tests for some AP courses taken,0.00,0.44,0.00,0.08,0.05,0.40,0.02,1.00,0.02,0.00
VA,FAIRFAX CO PBLC SCHS,VA,CENTREVILLE HIGH,510126002114,2015,Students who took AP courses but did not take any AP tests,0.00,0.19,0.00,0.19,0.11,0.44,0.06,1.00,0.11,0.06
VA,FAIRFAX CO PBLC SCHS,VA,CENTREVILLE HIGH,510126002114,2015,Passing some AP tests taken,0,0.44,0,0.08,0.05,0.40,0.03,1.00,0.02,0
VA,FAIRFAX CO PBLC SCHS,VA,CENTREVILLE HIGH,510126002114,2015,Passing no AP tests taken,0,0.45,0,0.07,0.06,0.40,0.03,1.00,0.02,0
VA,FAIRFAX CO PBLC SCHS,VA,CENTREVILLE HIGH,510126002114,2015,Total Enrollment (Secondary Schools),0.00,0.32,0.00,0.17,0.09,0.38,0.04,1.00,0.13,0.08
VA,FAIRFAX CO PBLC SCHS,VA,SOUTH COUNTY HIGH,510126002436,2015,Enrollment in AP classes,0.00,0.22,0.00,0.09,0.12,0.50,0.06,1.00,0.02,0.01
VA,FAIRFAX CO PBLC SCHS,VA,SOUTH COUNTY HIGH,510126002436,2015,Taking AP tests for some AP courses taken,0.00,0.23,0.00,0.09,0.12,0.50,0.06,1.00,0.02,0.01
VA,FAIRFAX CO PBLC SCHS,VA,SOUTH COUNTY HIGH,510126002436,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.07,0.25,0.14,0.46,0.07,1.00,0.07,0.00
VA,FAIRFAX CO PBLC SCHS,VA,SOUTH COUNTY HIGH,510126002436,2015,Passing some AP tests taken,0,0.23,0,0.08,0.10,0.53,0.06,1.00,0.02,0
VA,FAIRFAX CO PBLC SCHS,VA,SOUTH COUNTY HIGH,510126002436,2015,Passing no AP tests taken,0,0.24,0,0.12,0.20,0.42,0.03,1.00,0,0
VA,FAIRFAX CO PBLC SCHS,VA,SOUTH COUNTY HIGH,510126002436,2015,Total Enrollment (Secondary Schools),0.00,0.19,0.00,0.11,0.18,0.46,0.06,1.00,0.12,0.03
VA,FAIRFAX CO PBLC SCHS,VA,WESTFIELD HIGH,510126002529,2015,Enrollment in AP classes,0.01,0.32,0.00,0.10,0.09,0.46,0.03,1.00,0.03,0.00
VA,FAIRFAX CO PBLC SCHS,VA,WESTFIELD HIGH,510126002529,2015,Taking AP tests for some AP courses taken,0.01,0.32,0.00,0.10,0.09,0.46,0.03,1.00,0.02,0.00
VA,FAIRFAX CO PBLC SCHS,VA,WESTFIELD HIGH,510126002529,2015,Students who took AP courses but did not take any AP tests,0.04,0.32,0.00,0.10,0.08,0.38,0.08,1.00,0.14,0.04
VA,FAIRFAX CO PBLC SCHS,VA,WESTFIELD HIGH,510126002529,2015,Passing some AP tests taken,0.01,0.33,0,0.09,0.08,0.48,0.02,1.00,0.02,0
VA,FAIRFAX CO PBLC SCHS,VA,WESTFIELD HIGH,510126002529,2015,Passing no AP tests taken,0,0.29,0,0.14,0.14,0.39,0.04,1.00,0.02,0
VA,FAIRFAX CO PBLC SCHS,VA,WESTFIELD HIGH,510126002529,2015,Total Enrollment (Secondary Schools),0.00,0.21,0.00,0.21,0.12,0.41,0.05,1.00,0.16,0.09
VA,FAIRFAX CO PBLC SCHS,VA,ACHIEVEMENT INTEGRITY AND MATURITY,510126002674,2015,Enrollment in AP classes,0,0,0,0,0,0,0,0,0,0
VA,FAIRFAX CO PBLC SCHS,VA,ACHIEVEMENT INTEGRITY AND MATURITY,510126002674,2015,Taking AP tests for some AP courses taken,0,0,0,0,0,0,0,0,0,0
VA,FAIRFAX CO PBLC SCHS,VA,ACHIEVEMENT INTEGRITY AND MATURITY,510126002674,2015,Students who took AP courses but did not take any AP tests,0,0,0,0,0,0,0,0,0,0
VA,FAIRFAX CO PBLC SCHS,VA,ACHIEVEMENT INTEGRITY AND MATURITY,510126002674,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,FAIRFAX CO PBLC SCHS,VA,ACHIEVEMENT INTEGRITY AND MATURITY,510126002674,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,FAIRFAX CO PBLC SCHS,VA,ACHIEVEMENT INTEGRITY AND MATURITY,510126002674,2015,Total Enrollment (Secondary Schools),0.00,0.04,0.00,0.44,0.36,0.11,0.04,1.00,0.36,0.31
VA,FALLS CHURCH CITY PBLC SCHS,VA,GEORGE MASON HIGH,510129000283,2015,Enrollment in AP classes,0.02,0.11,0.00,0.11,0.03,0.66,0.08,1.00,0.02,0.02
VA,FALLS CHURCH CITY PBLC SCHS,VA,GEORGE MASON HIGH,510129000283,2015,Taking AP tests for some AP courses taken,0.02,0.11,0.00,0.11,0.03,0.66,0.08,1.00,0.02,0.02
VA,FALLS CHURCH CITY PBLC SCHS,VA,GEORGE MASON HIGH,510129000283,2015,Students who took AP courses but did not take any AP tests,0.00,0.50,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00
VA,FALLS CHURCH CITY PBLC SCHS,VA,GEORGE MASON HIGH,510129000283,2015,Passing some AP tests taken,0,0.12,0,0.10,0.02,0.65,0.10,1.00,0,0.02
VA,FALLS CHURCH CITY PBLC SCHS,VA,GEORGE MASON HIGH,510129000283,2015,Passing no AP tests taken,0,0.13,0,0.13,0,0.74,0,1.00,0,0
VA,FALLS CHURCH CITY PBLC SCHS,VA,GEORGE MASON HIGH,510129000283,2015,Total Enrollment (Secondary Schools),0.01,0.10,0.00,0.13,0.04,0.64,0.08,1.00,0.17,0.06
VA,LOUDOUN CO PBLC SCHS,VA,DOMINION HIGH,510225002411,2015,Enrollment in AP classes,0.00,0.16,0.00,0.16,0.06,0.58,0.04,1.00,0.03,0.00
VA,LOUDOUN CO PBLC SCHS,VA,DOMINION HIGH,510225002411,2015,Taking AP tests for some AP courses taken,0.00,0.16,0.00,0.16,0.05,0.59,0.04,1.00,0.03,0.00
VA,LOUDOUN CO PBLC SCHS,VA,DOMINION HIGH,510225002411,2015,Students who took AP courses but did not take any AP tests,0.00,0.16,0.00,0.16,0.16,0.51,0.00,1.00,0.16,0.05
VA,LOUDOUN CO PBLC SCHS,VA,DOMINION HIGH,510225002411,2015,Passing some AP tests taken,0,0.18,0,0.13,0.04,0.61,0.05,1.00,0.02,0
VA,LOUDOUN CO PBLC SCHS,VA,DOMINION HIGH,510225002411,2015,Passing no AP tests taken,0,0.13,0,0.20,0.06,0.58,0.03,1.00,0.03,0
VA,LOUDOUN CO PBLC SCHS,VA,DOMINION HIGH,510225002411,2015,Total Enrollment (Secondary Schools),0.00,0.13,0.00,0.28,0.08,0.48,0.03,1.00,0.11,0.10
VA,LOUDOUN CO PBLC SCHS,VA,FREEDOM HIGH,510225002447,2015,Enrollment in AP classes,0.00,0.35,0.00,0.06,0.06,0.47,0.05,1.00,0.02,0.00
VA,LOUDOUN CO PBLC SCHS,VA,FREEDOM HIGH,510225002447,2015,Taking AP tests for some AP courses taken,0.00,0.37,0.00,0.06,0.06,0.47,0.04,1.00,0.02,0.00
VA,LOUDOUN CO PBLC SCHS,VA,FREEDOM HIGH,510225002447,2015,Students who took AP courses but did not take any AP tests,0.00,0.24,0.00,0.11,0.08,0.50,0.08,1.00,0.02,0.00
VA,LOUDOUN CO PBLC SCHS,VA,FREEDOM HIGH,510225002447,2015,Passing some AP tests taken,0,0.35,0,0.06,0.04,0.50,0.04,1.00,0.02,0
VA,LOUDOUN CO PBLC SCHS,VA,FREEDOM HIGH,510225002447,2015,Passing no AP tests taken,0,0.43,0,0.03,0.14,0.40,0,1.00,0,0
VA,LOUDOUN CO PBLC SCHS,VA,FREEDOM HIGH,510225002447,2015,Total Enrollment (Secondary Schools),0.00,0.26,0.00,0.09,0.07,0.52,0.05,1.00,0.11,0.02
VA,LOUDOUN CO PBLC SCHS,VA,BRIAR WOODS HIGH,510225002451,2015,Enrollment in AP classes,0.00,0.23,0.00,0.07,0.05,0.59,0.05,1.00,0.01,0.00
VA,LOUDOUN CO PBLC SCHS,VA,BRIAR WOODS HIGH,510225002451,2015,Taking AP tests for some AP courses taken,0.00,0.23,0.00,0.07,0.04,0.62,0.04,1.00,0.01,0.00
VA,LOUDOUN CO PBLC SCHS,VA,BRIAR WOODS HIGH,510225002451,2015,Students who took AP courses but did not take any AP tests,0.00,0.26,0.00,0.07,0.11,0.51,0.06,1.00,0.02,0.00
VA,LOUDOUN CO PBLC SCHS,VA,BRIAR WOODS HIGH,510225002451,2015,Passing some AP tests taken,0,0.24,0,0.06,0.03,0.62,0.05,1.00,0.01,0
VA,LOUDOUN CO PBLC SCHS,VA,BRIAR WOODS HIGH,510225002451,2015,Passing no AP tests taken,0,0.17,0,0.09,0.07,0.63,0.03,1.00,0,0
VA,LOUDOUN CO PBLC SCHS,VA,BRIAR WOODS HIGH,510225002451,2015,Total Enrollment (Secondary Schools),0.00,0.19,0.00,0.08,0.07,0.62,0.04,1.00,0.08,0.01
VA,LOUDOUN CO PBLC SCHS,VA,STONE BRIDGE HIGH,510225002538,2015,Enrollment in AP classes,0.00,0.15,0.00,0.07,0.05,0.68,0.06,1.00,0.03,0.00
VA,LOUDOUN CO PBLC SCHS,VA,STONE BRIDGE HIGH,510225002538,2015,Taking AP tests for some AP courses taken,0.01,0.16,0.00,0.06,0.04,0.68,0.06,1.00,0.02,0.00
VA,LOUDOUN CO PBLC SCHS,VA,STONE BRIDGE HIGH,510225002538,2015,Students who took AP courses but did not take any AP tests,0.02,0.06,0.00,0.13,0.08,0.69,0.03,1.00,0.06,0.00
VA,LOUDOUN CO PBLC SCHS,VA,STONE BRIDGE HIGH,510225002538,2015,Passing some AP tests taken,0,0.18,0,0.06,0.03,0.67,0.06,1.00,0.01,0
VA,LOUDOUN CO PBLC SCHS,VA,STONE BRIDGE HIGH,510225002538,2015,Passing no AP tests taken,0,0.09,0,0.06,0.06,0.70,0.09,1.00,0.03,0
VA,LOUDOUN CO PBLC SCHS,VA,STONE BRIDGE HIGH,510225002538,2015,Total Enrollment (Secondary Schools),0.00,0.12,0.00,0.09,0.07,0.66,0.05,1.00,0.11,0.01
VA,PRINCE WILLIAM CO PBLC SCHS,VA,OSBOURN PARK HIGH,510313001313,2015,Enrollment in AP classes,0.00,0.13,0.00,0.15,0.14,0.51,0.06,1.00,0.01,0.02
VA,PRINCE WILLIAM CO PBLC SCHS,VA,OSBOURN PARK HIGH,510313001313,2015,Taking AP tests for some AP courses taken,0.00,0.14,0.00,0.14,0.15,0.51,0.06,1.00,0.01,0.02
VA,PRINCE WILLIAM CO PBLC SCHS,VA,OSBOURN PARK HIGH,510313001313,2015,Students who took AP courses but did not take any AP tests,0.00,0.09,0.00,0.16,0.12,0.51,0.12,1.00,0.00,0.05
VA,PRINCE WILLIAM CO PBLC SCHS,VA,OSBOURN PARK HIGH,510313001313,2015,Passing some AP tests taken,0,0.15,0,0.13,0.10,0.55,0.07,1.00,0,0.01
VA,PRINCE WILLIAM CO PBLC SCHS,VA,OSBOURN PARK HIGH,510313001313,2015,Passing no AP tests taken,0,0.12,0,0.15,0.22,0.46,0.05,1.00,0.01,0.03
VA,PRINCE WILLIAM CO PBLC SCHS,VA,OSBOURN PARK HIGH,510313001313,2015,Total Enrollment (Secondary Schools),0.00,0.10,0.00,0.25,0.15,0.43,0.06,1.00,0.08,0.11
VA,PRINCE WILLIAM CO PBLC SCHS,VA,STONEWALL JACKSON HIGH,510313001321,2015,Enrollment in AP classes,0.01,0.12,0.00,0.26,0.15,0.39,0.06,1.00,0.02,0.02
VA,PRINCE WILLIAM CO PBLC SCHS,VA,STONEWALL JACKSON HIGH,510313001321,2015,Taking AP tests for some AP courses taken,0.01,0.13,0.00,0.25,0.17,0.37,0.07,1.00,0.03,0.01
VA,PRINCE WILLIAM CO PBLC SCHS,VA,STONEWALL JACKSON HIGH,510313001321,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.00,0.36,0.14,0.50,0.00,1.00,0.29,0.14
VA,PRINCE WILLIAM CO PBLC SCHS,VA,STONEWALL JACKSON HIGH,510313001321,2015,Passing some AP tests taken,0,0.08,0,0.16,0.16,0.59,0,1.00,0,0
VA,PRINCE WILLIAM CO PBLC SCHS,VA,STONEWALL JACKSON HIGH,510313001321,2015,Passing no AP tests taken,0,0.16,0,0.30,0.16,0.30,0.09,1.00,0,0
VA,PRINCE WILLIAM CO PBLC SCHS,VA,STONEWALL JACKSON HIGH,510313001321,2015,Total Enrollment (Secondary Schools),0.00,0.06,0.00,0.52,0.18,0.19,0.04,1.00,0.14,0.28
VA,PRINCE WILLIAM CO PBLC SCHS,VA,WOODBRIDGE HIGH,510313001327,2015,Enrollment in AP classes,0.00,0.11,0.00,0.21,0.16,0.45,0.07,1.00,0.01,0.02
VA,PRINCE WILLIAM CO PBLC SCHS,VA,WOODBRIDGE HIGH,510313001327,2015,Taking AP tests for some AP courses taken,0.00,0.11,0.00,0.20,0.16,0.45,0.08,1.00,0.01,0.02
VA,PRINCE WILLIAM CO PBLC SCHS,VA,WOODBRIDGE HIGH,510313001327,2015,Students who took AP courses but did not take any AP tests,0.00,0.08,0.00,0.40,0.16,0.28,0.08,1.00,0.08,0.08
VA,PRINCE WILLIAM CO PBLC SCHS,VA,WOODBRIDGE HIGH,510313001327,2015,Passing some AP tests taken,0,0.13,0,0.17,0.13,0.51,0.06,1.00,0.01,0.01
VA,PRINCE WILLIAM CO PBLC SCHS,VA,WOODBRIDGE HIGH,510313001327,2015,Passing no AP tests taken,0,0.08,0,0.24,0.19,0.39,0.10,1.00,0,0.03
VA,PRINCE WILLIAM CO PBLC SCHS,VA,WOODBRIDGE HIGH,510313001327,2015,Total Enrollment (Secondary Schools),0.00,0.08,0.00,0.29,0.22,0.33,0.07,1.00,0.09,0.12
VA,PRINCE WILLIAM CO PBLC SCHS,VA,POTOMAC HIGH,510313001857,2015,Enrollment in AP classes,0.00,0.13,0.00,0.15,0.43,0.22,0.08,1.00,0.03,0.03
VA,PRINCE WILLIAM CO PBLC SCHS,VA,POTOMAC HIGH,510313001857,2015,Taking AP tests for some AP courses taken,0.00,0.13,0.00,0.15,0.42,0.22,0.08,1.00,0.03,0.03
VA,PRINCE WILLIAM CO PBLC SCHS,VA,POTOMAC HIGH,510313001857,2015,Students who took AP courses but did not take any AP tests,0.00,0.20,0.00,0.20,0.20,0.40,0.00,1.00,0.40,0.00
VA,PRINCE WILLIAM CO PBLC SCHS,VA,POTOMAC HIGH,510313001857,2015,Passing some AP tests taken,0,0,0,0,0.50,0.50,0,1.00,0,0
VA,PRINCE WILLIAM CO PBLC SCHS,VA,POTOMAC HIGH,510313001857,2015,Passing no AP tests taken,0,0.13,0,0.16,0.46,0.18,0.07,1.00,0,0
VA,PRINCE WILLIAM CO PBLC SCHS,VA,POTOMAC HIGH,510313001857,2015,Total Enrollment (Secondary Schools),0.01,0.07,0.00,0.22,0.52,0.13,0.05,1.00,0.11,0.13
VA,SUSSEX CO PBLC SCHS,VA,SUSSEX CENTRAL HIGH,510378001643,2015,Enrollment in AP classes,0.00,0.13,0.00,0.00,0.63,0.25,0.00,1.00,0.00,0.00
VA,SUSSEX CO PBLC SCHS,VA,SUSSEX CENTRAL HIGH,510378001643,2015,Taking AP tests for some AP courses taken,0.00,0.13,0.00,0.00,0.63,0.25,0.00,1.00,0.00,0.00
VA,SUSSEX CO PBLC SCHS,VA,SUSSEX CENTRAL HIGH,510378001643,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VA,SUSSEX CO PBLC SCHS,VA,SUSSEX CENTRAL HIGH,510378001643,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,SUSSEX CO PBLC SCHS,VA,SUSSEX CENTRAL HIGH,510378001643,2015,Passing no AP tests taken,0,0,0,0,1.00,0,0,1.00,0,0
VA,SUSSEX CO PBLC SCHS,VA,SUSSEX CENTRAL HIGH,510378001643,2015,Total Enrollment (Secondary Schools),0.00,0.01,0.00,0.03,0.74,0.22,0.00,1.00,0.17,0.01
VA,TAZEWELL CO PBLC SCHS,VA,GRAHAM HIGH,510381001653,2015,Enrollment in AP classes,0.00,0.03,0.00,0.01,0.03,0.93,0.00,1.00,0.01,0.00
VA,TAZEWELL CO PBLC SCHS,VA,GRAHAM HIGH,510381001653,2015,Taking AP tests for some AP courses taken,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
VA,TAZEWELL CO PBLC SCHS,VA,GRAHAM HIGH,510381001653,2015,Students who took AP courses but did not take any AP tests,0.00,0.02,0.00,0.02,0.03,0.94,0.00,1.00,0.02,0.00
VA,TAZEWELL CO PBLC SCHS,VA,GRAHAM HIGH,510381001653,2015,Passing some AP tests taken,0,0,0,0,0,1.00,0,1.00,0,0
VA,TAZEWELL CO PBLC SCHS,VA,GRAHAM HIGH,510381001653,2015,Passing no AP tests taken,0,0,0,0,0,1.00,0,1.00,0,0
VA,TAZEWELL CO PBLC SCHS,VA,GRAHAM HIGH,510381001653,2015,Total Enrollment (Secondary Schools),0.00,0.01,0.00,0.01,0.04,0.90,0.03,1.00,0.09,0.00
VA,TAZEWELL CO PBLC SCHS,VA,RICHLANDS HIGH,510381001661,2015,Enrollment in AP classes,0.00,0.13,0.00,0.00,0.00,0.87,0.00,1.00,0.00,0.00
VA,TAZEWELL CO PBLC SCHS,VA,RICHLANDS HIGH,510381001661,2015,Taking AP tests for some AP courses taken,0.00,0.33,0.00,0.00,0.00,0.67,0.00,1.00,0.00,0.00
VA,TAZEWELL CO PBLC SCHS,VA,RICHLANDS HIGH,510381001661,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
VA,TAZEWELL CO PBLC SCHS,VA,RICHLANDS HIGH,510381001661,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,TAZEWELL CO PBLC SCHS,VA,RICHLANDS HIGH,510381001661,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,TAZEWELL CO PBLC SCHS,VA,RICHLANDS HIGH,510381001661,2015,Total Enrollment (Secondary Schools),0.00,0.01,0.00,0.00,0.00,0.97,0.01,1.00,0.15,0.00
VA,TAZEWELL CO PBLC SCHS,VA,TAZEWELL HIGH,510381001668,2015,Enrollment in AP classes,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.03,0.00
VA,TAZEWELL CO PBLC SCHS,VA,TAZEWELL HIGH,510381001668,2015,Taking AP tests for some AP courses taken,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
VA,TAZEWELL CO PBLC SCHS,VA,TAZEWELL HIGH,510381001668,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
VA,TAZEWELL CO PBLC SCHS,VA,TAZEWELL HIGH,510381001668,2015,Passing some AP tests taken,0,0,0,0,0,1.00,0,1.00,0,0
VA,TAZEWELL CO PBLC SCHS,VA,TAZEWELL HIGH,510381001668,2015,Passing no AP tests taken,0,0,0,0,0,1.00,0,1.00,0,0
VA,TAZEWELL CO PBLC SCHS,VA,TAZEWELL HIGH,510381001668,2015,Total Enrollment (Secondary Schools),0.00,0.00,0.00,0.01,0.03,0.94,0.02,1.00,0.18,0.01
VA,VA BEACH CITY PBLC SCHS,VA,PRINCESS ANNE HIGH,510384000412,2015,Enrollment in AP classes,0.01,0.13,0.01,0.07,0.08,0.66,0.06,1.00,0.02,0.00
VA,VA BEACH CITY PBLC SCHS,VA,PRINCESS ANNE HIGH,510384000412,2015,Taking AP tests for some AP courses taken,0.01,0.14,0.01,0.06,0.07,0.65,0.06,1.00,0.02,0.00
VA,VA BEACH CITY PBLC SCHS,VA,PRINCESS ANNE HIGH,510384000412,2015,Students who took AP courses but did not take any AP tests,0.00,0.05,0.00,0.13,0.09,0.69,0.05,1.00,0.06,0.00
VA,VA BEACH CITY PBLC SCHS,VA,PRINCESS ANNE HIGH,510384000412,2015,Passing some AP tests taken,0,0.17,0,0.06,0.05,0.67,0.05,1.00,0.01,0
VA,VA BEACH CITY PBLC SCHS,VA,PRINCESS ANNE HIGH,510384000412,2015,Passing no AP tests taken,0,0.08,0,0.08,0.13,0.62,0.08,1.00,0.02,0
VA,VA BEACH CITY PBLC SCHS,VA,PRINCESS ANNE HIGH,510384000412,2015,Total Enrollment (Secondary Schools),0.00,0.08,0.01,0.08,0.17,0.59,0.06,1.00,0.14,0.01
VA,REGIONAL ALTERNATIVE/WYTHE CO,VA,REGIONAL ALTERNATIVE/WYTHE CO,510009402364,2015,Enrollment in AP classes,0,0,0,0,0,0,0,0,0,0
VA,REGIONAL ALTERNATIVE/WYTHE CO,VA,REGIONAL ALTERNATIVE/WYTHE CO,510009402364,2015,Taking AP tests for some AP courses taken,0,0,0,0,0,0,0,0,0,0
VA,REGIONAL ALTERNATIVE/WYTHE CO,VA,REGIONAL ALTERNATIVE/WYTHE CO,510009402364,2015,Students who took AP courses but did not take any AP tests,0,0,0,0,0,0,0,0,0,0
VA,REGIONAL ALTERNATIVE/WYTHE CO,VA,REGIONAL ALTERNATIVE/WYTHE CO,510009402364,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,REGIONAL ALTERNATIVE/WYTHE CO,VA,REGIONAL ALTERNATIVE/WYTHE CO,510009402364,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,REGIONAL ALTERNATIVE/WYTHE CO,VA,REGIONAL ALTERNATIVE/WYTHE CO,510009402364,2015,Total Enrollment (Secondary Schools),0.00,0.00,0.00,0.00,0.20,0.80,0.00,1.00,0.40,0.00
VA,Piedmont Alternative School,VA,PIEDMONT ALTERNATIVE SCHOOL,510009602366,2015,Enrollment in AP classes,0,0,0,0,0,0,0,0,0,0
VA,Piedmont Alternative School,VA,PIEDMONT ALTERNATIVE SCHOOL,510009602366,2015,Taking AP tests for some AP courses taken,0,0,0,0,0,0,0,0,0,0
VA,Piedmont Alternative School,VA,PIEDMONT ALTERNATIVE SCHOOL,510009602366,2015,Students who took AP courses but did not take any AP tests,0,0,0,0,0,0,0,0,0,0
VA,Piedmont Alternative School,VA,PIEDMONT ALTERNATIVE SCHOOL,510009602366,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,Piedmont Alternative School,VA,PIEDMONT ALTERNATIVE SCHOOL,510009602366,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,Piedmont Alternative School,VA,PIEDMONT ALTERNATIVE SCHOOL,510009602366,2015,Total Enrollment (Secondary Schools),0.00,0.00,0.00,0.00,0.47,0.53,0.00,1.00,0.27,0.00
VA,NORTHERN NECK REGIONAL ALTERNATIVE ED,VA,NORTHERN NECK REGIONAL ALTERNATIVE ED,510009702367,2015,Enrollment in AP classes,0,0,0,0,0,0,0,0,0,0
VA,NORTHERN NECK REGIONAL ALTERNATIVE ED,VA,NORTHERN NECK REGIONAL ALTERNATIVE ED,510009702367,2015,Taking AP tests for some AP courses taken,0,0,0,0,0,0,0,0,0,0
VA,NORTHERN NECK REGIONAL ALTERNATIVE ED,VA,NORTHERN NECK REGIONAL ALTERNATIVE ED,510009702367,2015,Students who took AP courses but did not take any AP tests,0,0,0,0,0,0,0,0,0,0
VA,NORTHERN NECK REGIONAL ALTERNATIVE ED,VA,NORTHERN NECK REGIONAL ALTERNATIVE ED,510009702367,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,NORTHERN NECK REGIONAL ALTERNATIVE ED,VA,NORTHERN NECK REGIONAL ALTERNATIVE ED,510009702367,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,NORTHERN NECK REGIONAL ALTERNATIVE ED,VA,NORTHERN NECK REGIONAL ALTERNATIVE ED,510009702367,2015,Total Enrollment (Secondary Schools),0.00,0.00,0.00,0.00,0.53,0.36,0.11,1.00,0.11,0.00
VA,SHENANDOAH VALLEY REG ALTERNATIVE ED/GENESIS,VA,SHENANDOAH VALLEY REG ALTERNATIVE ED/GENESIS,510009802368,2015,Enrollment in AP classes,0,0,0,0,0,0,0,0,0,0
