Lea State,LEA,School State,School,ID,Year,Category,Amount,Full Time Equivalent (FTE),American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
VA,AMELIA CO PBLC SCHS,VA,AMELIA COUNTY HIGH,510018001828,2015,Salary Amount for Teachers,1496009.00,,,,,,,,,,,,
VA,AMELIA CO PBLC SCHS,VA,AMELIA COUNTY HIGH,510018001828,2015,Instructional Aides,2082195.00,9.00,,,,,,,,,,,
VA,AMELIA CO PBLC SCHS,VA,AMELIA COUNTY HIGH,510018001828,2015,School Administration Staff,231452.00,2.00,,,,,,,,,,,
VA,AMELIA CO PBLC SCHS,VA,AMELIA COUNTY HIGH,510018001828,2015,Support Services Staff (for Pupils and for Instructional Staff),89141.00,8.00,,,,,,,,,,,
VA,AMELIA CO PBLC SCHS,VA,AMELIA COUNTY HIGH,510018001828,2015,Non-Personnel Expenditures,55000.00,,,,,,,,,,,,
VA,AMELIA CO PBLC SCHS,VA,AMELIA COUNTY HIGH,510018001828,2015,Total enrollment,,,4.00,2.00,0.00,25.00,136.00,406.00,28.00,601.00,77.00,10.00,10.00
VA,AMELIA CO PBLC SCHS,VA,AMELIA COUNTY ELEM,510018000062,2015,Salary Amount for Total Personnel (instructional support services and school administration),2643814.00,,,,,,,,,,,,
VA,AMELIA CO PBLC SCHS,VA,AMELIA COUNTY ELEM,510018000062,2015,Salary Amount for Teachers,2103539.00,,,,,,,,,,,,
VA,AMELIA CO PBLC SCHS,VA,AMELIA COUNTY ELEM,510018000062,2015,Instructional Aides,2417392.00,16.00,,,,,,,,,,,
VA,AMELIA CO PBLC SCHS,VA,AMELIA COUNTY ELEM,510018000062,2015,School Administration Staff,212485.00,2.00,,,,,,,,,,,
VA,AMELIA CO PBLC SCHS,VA,AMELIA COUNTY ELEM,510018000062,2015,Support Services Staff (for Pupils and for Instructional Staff),242758.00,3.00,,,,,,,,,,,
VA,AMELIA CO PBLC SCHS,VA,AMELIA COUNTY ELEM,510018000062,2015,Non-Personnel Expenditures,65200.00,,,,,,,,,,,,
VA,AMELIA CO PBLC SCHS,VA,AMELIA COUNTY ELEM,510018000062,2015,Total enrollment,,,4.00,4.00,0.00,37.00,163.00,493.00,31.00,732.00,65.00,2.00,22.00
VA,AMHERST CO PBLC SCHS,VA,TEMPERANCE ELEM,510021000075,2015,Salary Amount for Total Personnel (instructional support services and school administration),45079.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,TEMPERANCE ELEM,510021000075,2015,Salary Amount for Teachers,364590.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,TEMPERANCE ELEM,510021000075,2015,Instructional Aides,18271.00,1.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,TEMPERANCE ELEM,510021000075,2015,School Administration Staff,66044.00,1.50,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,TEMPERANCE ELEM,510021000075,2015,Support Services Staff (for Pupils and for Instructional Staff),54854.00,0.45,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,TEMPERANCE ELEM,510021000075,2015,Non-Personnel Expenditures,8381.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,TEMPERANCE ELEM,510021000075,2015,Total enrollment,,,0.00,0.00,0.00,4.00,10.00,64.00,4.00,82.00,8.00,2.00,2.00
VA,AMHERST CO PBLC SCHS,VA,MONELISON MIDDLE,510021000072,2015,Salary Amount for Total Personnel (instructional support services and school administration),2302647.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,MONELISON MIDDLE,510021000072,2015,Salary Amount for Teachers,1860090.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,MONELISON MIDDLE,510021000072,2015,Instructional Aides,17581.00,1.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,MONELISON MIDDLE,510021000072,2015,School Administration Staff,188200.00,4.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,MONELISON MIDDLE,510021000072,2015,Support Services Staff (for Pupils and for Instructional Staff),236776.00,4.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,MONELISON MIDDLE,510021000072,2015,Non-Personnel Expenditures,36163.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,MONELISON MIDDLE,510021000072,2015,Total enrollment,,,2.00,4.00,0.00,13.00,151.00,340.00,22.00,532.00,104.00,16.00,2.00
VA,AMHERST CO PBLC SCHS,VA,CENTRAL ELEM,510021000068,2015,Salary Amount for Total Personnel (instructional support services and school administration),948668.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,CENTRAL ELEM,510021000068,2015,Salary Amount for Teachers,987036.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,CENTRAL ELEM,510021000068,2015,Instructional Aides,17059.00,1.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,CENTRAL ELEM,510021000068,2015,School Administration Staff,96867.00,2.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,CENTRAL ELEM,510021000068,2015,Support Services Staff (for Pupils and for Instructional Staff),166681.00,4.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,CENTRAL ELEM,510021000068,2015,Non-Personnel Expenditures,17071.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,CENTRAL ELEM,510021000068,2015,Total enrollment,,,10.00,0.00,2.00,13.00,64.00,217.00,19.00,325.00,86.00,2.00,0.00
VA,AMHERST CO PBLC SCHS,VA,ELON ELEM,510021000069,2015,Salary Amount for Total Personnel (instructional support services and school administration),1066898.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,ELON ELEM,510021000069,2015,Salary Amount for Teachers,862985.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,ELON ELEM,510021000069,2015,Instructional Aides,32537.00,2.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,ELON ELEM,510021000069,2015,School Administration Staff,97445.00,2.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,ELON ELEM,510021000069,2015,Support Services Staff (for Pupils and for Instructional Staff),106468.00,3.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,ELON ELEM,510021000069,2015,Non-Personnel Expenditures,17063.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,ELON ELEM,510021000069,2015,Total enrollment,,,2.00,2.00,0.00,10.00,28.00,229.00,13.00,284.00,59.00,7.00,2.00
VA,AMHERST CO PBLC SCHS,VA,AMHERST MIDDLE,510021000066,2015,Salary Amount for Total Personnel (instructional support services and school administration),1677989.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMHERST MIDDLE,510021000066,2015,Salary Amount for Teachers,1313125.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMHERST MIDDLE,510021000066,2015,Instructional Aides,52441.00,3.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMHERST MIDDLE,510021000066,2015,School Administration Staff,174462.00,3.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMHERST MIDDLE,510021000066,2015,Support Services Staff (for Pupils and for Instructional Staff),172019.00,4.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMHERST MIDDLE,510021000066,2015,Non-Personnel Expenditures,25608.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMHERST MIDDLE,510021000066,2015,Total enrollment,,,0.00,2.00,0.00,7.00,40.00,268.00,28.00,345.00,41.00,16.00,2.00
VA,AMHERST CO PBLC SCHS,VA,AMHERST COUNTY HIGH,510021000065,2015,Salary Amount for Total Personnel (instructional support services and school administration),5339458.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMHERST COUNTY HIGH,510021000065,2015,Salary Amount for Teachers,4332183.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMHERST COUNTY HIGH,510021000065,2015,Instructional Aides,17059.00,1.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMHERST COUNTY HIGH,510021000065,2015,School Administration Staff,451995.00,8.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMHERST COUNTY HIGH,510021000065,2015,Support Services Staff (for Pupils and for Instructional Staff),627873.00,15.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMHERST COUNTY HIGH,510021000065,2015,Non-Personnel Expenditures,97911.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMHERST COUNTY HIGH,510021000065,2015,Total enrollment,,,13.00,7.00,0.00,40.00,283.00,853.00,70.00,1266.00,173.00,61.00,7.00
VA,AMHERST CO PBLC SCHS,VA,MADISON HEIGHTS ELEM,510021000010,2015,Salary Amount for Total Personnel (instructional support services and school administration),1319677.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,MADISON HEIGHTS ELEM,510021000010,2015,Salary Amount for Teachers,1391995.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,MADISON HEIGHTS ELEM,510021000010,2015,Instructional Aides,84875.00,5.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,MADISON HEIGHTS ELEM,510021000010,2015,School Administration Staff,151918.00,3.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,MADISON HEIGHTS ELEM,510021000010,2015,Support Services Staff (for Pupils and for Instructional Staff),107710.00,3.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,MADISON HEIGHTS ELEM,510021000010,2015,Non-Personnel Expenditures,26908.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,MADISON HEIGHTS ELEM,510021000010,2015,Total enrollment,,,4.00,0.00,0.00,19.00,127.00,280.00,52.00,482.00,77.00,7.00,4.00
VA,AMHERST CO PBLC SCHS,VA,AMELON ELEM,510021000064,2015,Salary Amount for Total Personnel (instructional support services and school administration),1409775.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMELON ELEM,510021000064,2015,Salary Amount for Teachers,1326306.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMELON ELEM,510021000064,2015,Instructional Aides,48744.00,3.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMELON ELEM,510021000064,2015,School Administration Staff,145956.00,3.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMELON ELEM,510021000064,2015,Support Services Staff (for Pupils and for Instructional Staff),143806.00,4.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMELON ELEM,510021000064,2015,Non-Personnel Expenditures,25740.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,AMELON ELEM,510021000064,2015,Total enrollment,,,4.00,2.00,2.00,13.00,106.00,298.00,49.00,474.00,56.00,10.00,0.00
VA,AMHERST CO PBLC SCHS,VA,PLEASANT VIEW ELEM,510021000074,2015,Salary Amount for Total Personnel (instructional support services and school administration),394248.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,PLEASANT VIEW ELEM,510021000074,2015,Salary Amount for Teachers,306705.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,PLEASANT VIEW ELEM,510021000074,2015,Instructional Aides,18999.00,1.00,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,PLEASANT VIEW ELEM,510021000074,2015,School Administration Staff,66645.00,1.50,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,PLEASANT VIEW ELEM,510021000074,2015,Support Services Staff (for Pupils and for Instructional Staff),24868.00,0.45,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,PLEASANT VIEW ELEM,510021000074,2015,Non-Personnel Expenditures,7378.00,,,,,,,,,,,,
VA,AMHERST CO PBLC SCHS,VA,PLEASANT VIEW ELEM,510021000074,2015,Total enrollment,,,4.00,0.00,0.00,5.00,2.00,49.00,4.00,64.00,11.00,2.00,0.00
VA,CHESAPEAKE CITY PBLC SCHS,VA,BUTTS ROAD INT,510081000457,2015,Salary Amount for Total Personnel (instructional support services and school administration),2354164.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,BUTTS ROAD INT,510081000457,2015,Salary Amount for Teachers,1702680.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,BUTTS ROAD INT,510081000457,2015,Instructional Aides,104061.00,5.00,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,BUTTS ROAD INT,510081000457,2015,School Administration Staff,296250.00,5.00,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,BUTTS ROAD INT,510081000457,2015,Support Services Staff (for Pupils and for Instructional Staff),251172.00,4.40,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,BUTTS ROAD INT,510081000457,2015,Non-Personnel Expenditures,46931.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,BUTTS ROAD INT,510081000457,2015,Total enrollment,,,2.00,13.00,2.00,31.00,25.00,535.00,43.00,651.00,122.00,7.00,10.00
VA,CHESAPEAKE CITY PBLC SCHS,VA,GREENBRIER INT.,510081000459,2015,Salary Amount for Total Personnel (instructional support services and school administration),2398187.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GREENBRIER INT.,510081000459,2015,Salary Amount for Teachers,1743348.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GREENBRIER INT.,510081000459,2015,Instructional Aides,130754.00,6.00,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GREENBRIER INT.,510081000459,2015,School Administration Staff,269674.00,4.50,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GREENBRIER INT.,510081000459,2015,Support Services Staff (for Pupils and for Instructional Staff),254410.00,4.40,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GREENBRIER INT.,510081000459,2015,Non-Personnel Expenditures,53516.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GREENBRIER INT.,510081000459,2015,Total enrollment,,,4.00,49.00,4.00,73.00,205.00,316.00,70.00,721.00,137.00,10.00,22.00
VA,CHESAPEAKE CITY PBLC SCHS,VA,G A TREAKLE ELEM,510081000292,2015,Salary Amount for Total Personnel (instructional support services and school administration),2512754.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,G A TREAKLE ELEM,510081000292,2015,Salary Amount for Teachers,1773761.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,G A TREAKLE ELEM,510081000292,2015,Instructional Aides,258239.00,9.50,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,G A TREAKLE ELEM,510081000292,2015,School Administration Staff,255561.00,4.00,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,G A TREAKLE ELEM,510081000292,2015,Support Services Staff (for Pupils and for Instructional Staff),225193.00,4.60,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,G A TREAKLE ELEM,510081000292,2015,Non-Personnel Expenditures,36583.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,G A TREAKLE ELEM,510081000292,2015,Total enrollment,,,2.00,7.00,2.00,58.00,202.00,208.00,37.00,516.00,110.00,2.00,43.00
VA,CHESAPEAKE CITY PBLC SCHS,VA,HICKORY MIDDLE,510081000297,2015,Salary Amount for Total Personnel (instructional support services and school administration),6298816.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,HICKORY MIDDLE,510081000297,2015,Salary Amount for Teachers,4983483.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,HICKORY MIDDLE,510081000297,2015,Instructional Aides,43672.00,2.00,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,HICKORY MIDDLE,510081000297,2015,School Administration Staff,622238.00,9.00,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,HICKORY MIDDLE,510081000297,2015,Support Services Staff (for Pupils and for Instructional Staff),649422.00,11.00,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,HICKORY MIDDLE,510081000297,2015,Non-Personnel Expenditures,156818.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,HICKORY MIDDLE,510081000297,2015,Total enrollment,,,2.00,37.00,4.00,100.00,100.00,1261.00,100.00,1604.00,263.00,16.00,13.00
VA,CHESAPEAKE CITY PBLC SCHS,VA,GREENBRIER MIDDLE,510081002557,2015,Salary Amount for Total Personnel (instructional support services and school administration),4897346.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GREENBRIER MIDDLE,510081002557,2015,Salary Amount for Teachers,3723362.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GREENBRIER MIDDLE,510081002557,2015,Instructional Aides,87376.00,3.00,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GREENBRIER MIDDLE,510081002557,2015,School Administration Staff,516634.00,6.00,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GREENBRIER MIDDLE,510081002557,2015,Support Services Staff (for Pupils and for Instructional Staff),569972.00,8.00,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GREENBRIER MIDDLE,510081002557,2015,Non-Personnel Expenditures,210910.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GREENBRIER MIDDLE,510081002557,2015,Total enrollment,,,4.00,64.00,2.00,100.00,295.00,358.00,85.00,908.00,176.00,10.00,19.00
VA,CHESAPEAKE CITY PBLC SCHS,VA,GRASSFIELD ELEM,510081002432,2015,Salary Amount for Total Personnel (instructional support services and school administration),3161627.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GRASSFIELD ELEM,510081002432,2015,Salary Amount for Teachers,2359190.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GRASSFIELD ELEM,510081002432,2015,Instructional Aides,247825.00,18.00,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GRASSFIELD ELEM,510081002432,2015,School Administration Staff,257379.00,5.00,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GRASSFIELD ELEM,510081002432,2015,Support Services Staff (for Pupils and for Instructional Staff),297232.00,5.60,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GRASSFIELD ELEM,510081002432,2015,Non-Personnel Expenditures,34696.00,,,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,GRASSFIELD ELEM,510081002432,2015,Total enrollment,,,4.00,28.00,4.00,85.00,172.00,574.00,79.00,946.00,125.00,5.00,16.00
VA,CHESTERFIELD CO PBLC SCHS,VA,PROVIDENCE MIDDLE,510084000344,2015,Salary Amount for Total Personnel (instructional support services and school administration),3071735.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,PROVIDENCE MIDDLE,510084000344,2015,Salary Amount for Teachers,2495263.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,PROVIDENCE MIDDLE,510084000344,2015,Instructional Aides,32397.00,3.00,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,PROVIDENCE MIDDLE,510084000344,2015,School Administration Staff,263524.00,4.00,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,PROVIDENCE MIDDLE,510084000344,2015,Support Services Staff (for Pupils and for Instructional Staff),280551.00,6.00,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,PROVIDENCE MIDDLE,510084000344,2015,Non-Personnel Expenditures,75133.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,PROVIDENCE MIDDLE,510084000344,2015,Total enrollment,,,2.00,28.00,2.00,166.00,322.00,262.00,49.00,831.00,146.00,7.00,64.00
VA,CHESTERFIELD CO PBLC SCHS,VA,CARVER MIDDLE,510084000321,2015,Salary Amount for Total Personnel (instructional support services and school administration),3369756.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,CARVER MIDDLE,510084000321,2015,Salary Amount for Teachers,2841931.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,CARVER MIDDLE,510084000321,2015,Instructional Aides,49470.00,5.00,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,CARVER MIDDLE,510084000321,2015,School Administration Staff,249652.00,4.00,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,CARVER MIDDLE,510084000321,2015,Support Services Staff (for Pupils and for Instructional Staff),228703.00,8.00,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,CARVER MIDDLE,510084000321,2015,Non-Personnel Expenditures,51843.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,CARVER MIDDLE,510084000321,2015,Total enrollment,,,2.00,25.00,0.00,85.00,454.00,364.00,52.00,982.00,173.00,10.00,7.00
VA,CHESTERFIELD CO PBLC SCHS,VA,HARROWGATE ELEM,510084000332,2015,Salary Amount for Total Personnel (instructional support services and school administration),2065691.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,HARROWGATE ELEM,510084000332,2015,Salary Amount for Teachers,1685364.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,HARROWGATE ELEM,510084000332,2015,Instructional Aides,103860.00,10.00,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,HARROWGATE ELEM,510084000332,2015,School Administration Staff,158151.00,2.00,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,HARROWGATE ELEM,510084000332,2015,Support Services Staff (for Pupils and for Instructional Staff),118315.00,3.00,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,HARROWGATE ELEM,510084000332,2015,Non-Personnel Expenditures,115427.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,HARROWGATE ELEM,510084000332,2015,Total enrollment,,,0.00,2.00,4.00,70.00,301.00,214.00,31.00,622.00,80.00,4.00,37.00
VA,CHESTERFIELD CO PBLC SCHS,VA,ECOFF ELEM,510084002177,2015,Salary Amount for Total Personnel (instructional support services and school administration),2407825.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,ECOFF ELEM,510084002177,2015,Salary Amount for Teachers,1958195.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,ECOFF ELEM,510084002177,2015,Instructional Aides,79449.00,8.20,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,ECOFF ELEM,510084002177,2015,School Administration Staff,141843.00,2.00,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,ECOFF ELEM,510084002177,2015,Support Services Staff (for Pupils and for Instructional Staff),228337.00,3.80,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,ECOFF ELEM,510084002177,2015,Non-Personnel Expenditures,45520.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,ECOFF ELEM,510084002177,2015,Total enrollment,,,4.00,13.00,2.00,79.00,235.00,376.00,34.00,743.00,98.00,2.00,40.00
VA,CHESTERFIELD CO PBLC SCHS,VA,BENSLEY ELEM,510084000316,2015,Salary Amount for Total Personnel (instructional support services and school administration),2955105.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,BENSLEY ELEM,510084000316,2015,Salary Amount for Teachers,2567108.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,BENSLEY ELEM,510084000316,2015,Instructional Aides,110463.00,9.00,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,BENSLEY ELEM,510084000316,2015,School Administration Staff,80388.00,1.00,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,BENSLEY ELEM,510084000316,2015,Support Services Staff (for Pupils and for Instructional Staff),197145.00,4.60,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,BENSLEY ELEM,510084000316,2015,Non-Personnel Expenditures,81178.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,BENSLEY ELEM,510084000316,2015,Total enrollment,,,0.00,4.00,4.00,439.00,202.00,70.00,19.00,738.00,86.00,0.00,271.00
VA,CHESTERFIELD CO PBLC SCHS,VA,LLOYD C BIRD HIGH,510084000337,2015,Salary Amount for Total Personnel (instructional support services and school administration),6136046.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,LLOYD C BIRD HIGH,510084000337,2015,Salary Amount for Teachers,5295755.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,LLOYD C BIRD HIGH,510084000337,2015,Instructional Aides,65322.00,7.00,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,LLOYD C BIRD HIGH,510084000337,2015,School Administration Staff,313750.00,5.00,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,LLOYD C BIRD HIGH,510084000337,2015,Support Services Staff (for Pupils and for Instructional Staff),461219.00,10.20,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,LLOYD C BIRD HIGH,510084000337,2015,Non-Personnel Expenditures,163380.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,LLOYD C BIRD HIGH,510084000337,2015,Total enrollment,,,0.00,43.00,4.00,301.00,688.00,691.00,76.00,1803.00,230.00,7.00,109.00
VA,CHESTERFIELD CO PBLC SCHS,VA,MANCHESTER MIDDLE,510084000338,2015,Salary Amount for Total Personnel (instructional support services and school administration),4591313.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MANCHESTER MIDDLE,510084000338,2015,Salary Amount for Teachers,3879184.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MANCHESTER MIDDLE,510084000338,2015,Instructional Aides,82237.00,11.00,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MANCHESTER MIDDLE,510084000338,2015,School Administration Staff,325044.00,5.00,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MANCHESTER MIDDLE,510084000338,2015,Support Services Staff (for Pupils and for Instructional Staff),304848.00,7.60,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MANCHESTER MIDDLE,510084000338,2015,Non-Personnel Expenditures,96651.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MANCHESTER MIDDLE,510084000338,2015,Total enrollment,,,4.00,49.00,4.00,274.00,595.00,400.00,61.00,1387.00,155.00,5.00,97.00
VA,CHESTERFIELD CO PBLC SCHS,VA,MIDLOTHIAN MIDDLE,510084000343,2015,Salary Amount for Total Personnel (instructional support services and school administration),3958396.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MIDLOTHIAN MIDDLE,510084000343,2015,Salary Amount for Teachers,3283701.00,,,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MIDLOTHIAN MIDDLE,510084000343,2015,Instructional Aides,29791.00,2.00,,,,,,,,,,,
