Lea State,LEA,School State,School,ID,Year,Category,Yes/No,Male,Female,Total,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total
VA,SUFFOLK CITY PBLC SCHS,VA,LAKELAND HIGH,510371002219,2015,Single-sex teams,,0.52,0.48,1.00,,,,,,,,
VA,SUFFOLK CITY PBLC SCHS,VA,LAKELAND HIGH,510371002219,2015,Single-sex sports,,0.57,0.43,1.00,,,,,,,,
VA,SUFFOLK CITY PBLC SCHS,VA,LAKELAND HIGH,510371002219,2015,Participants on single-sex teams,,0.53,0.47,1.00,,,,,,,,
VA,SUFFOLK CITY PBLC SCHS,VA,LAKELAND HIGH,510371002219,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.01,0.30,0.16,0.02,0.49
VA,SUFFOLK CITY PBLC SCHS,VA,LAKELAND HIGH,510371002219,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.01,0.34,0.14,0.01,0.51
VA,SURRY CO PBLC SCHS,VA,SURRY COUNTY HIGH,510375001635,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,SURRY CO PBLC SCHS,VA,SURRY COUNTY HIGH,510375001635,2015,Single-sex teams,,0.60,0.40,1.00,,,,,,,,
VA,SURRY CO PBLC SCHS,VA,SURRY COUNTY HIGH,510375001635,2015,Single-sex sports,,0.60,0.40,1.00,,,,,,,,
VA,SURRY CO PBLC SCHS,VA,SURRY COUNTY HIGH,510375001635,2015,Participants on single-sex teams,,0.56,0.44,1.00,,,,,,,,
VA,SURRY CO PBLC SCHS,VA,SURRY COUNTY HIGH,510375001635,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.30,0.14,0.01,0.44
VA,SURRY CO PBLC SCHS,VA,SURRY COUNTY HIGH,510375001635,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.01,0.00,0.31,0.22,0.01,0.56
VA,SUSSEX CO PBLC SCHS,VA,SUSSEX CENTRAL HIGH,510378001643,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,SUSSEX CO PBLC SCHS,VA,SUSSEX CENTRAL HIGH,510378001643,2015,Single-sex teams,,0.62,0.38,1.00,,,,,,,,
VA,SUSSEX CO PBLC SCHS,VA,SUSSEX CENTRAL HIGH,510378001643,2015,Single-sex sports,,0.60,0.40,1.00,,,,,,,,
VA,SUSSEX CO PBLC SCHS,VA,SUSSEX CENTRAL HIGH,510378001643,2015,Participants on single-sex teams,,0.70,0.30,1.00,,,,,,,,
VA,SUSSEX CO PBLC SCHS,VA,SUSSEX CENTRAL HIGH,510378001643,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.01,0.37,0.14,0.00,0.53
VA,SUSSEX CO PBLC SCHS,VA,SUSSEX CENTRAL HIGH,510378001643,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.01,0.37,0.08,0.00,0.47
VA,TAZEWELL CO PBLC SCHS,VA,RICHLANDS HIGH,510381001661,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,TAZEWELL CO PBLC SCHS,VA,RICHLANDS HIGH,510381001661,2015,Single-sex teams,,0.48,0.52,1.00,,,,,,,,
VA,TAZEWELL CO PBLC SCHS,VA,RICHLANDS HIGH,510381001661,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,TAZEWELL CO PBLC SCHS,VA,RICHLANDS HIGH,510381001661,2015,Participants on single-sex teams,,0.91,0.09,1.00,,,,,,,,
VA,TAZEWELL CO PBLC SCHS,VA,RICHLANDS HIGH,510381001661,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.00,0.52,0.01,0.53
VA,TAZEWELL CO PBLC SCHS,VA,RICHLANDS HIGH,510381001661,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.00,0.00,0.46,0.00,0.47
VA,TAZEWELL CO PBLC SCHS,VA,TAZEWELL HIGH,510381001668,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,TAZEWELL CO PBLC SCHS,VA,TAZEWELL HIGH,510381001668,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,TAZEWELL CO PBLC SCHS,VA,TAZEWELL HIGH,510381001668,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,TAZEWELL CO PBLC SCHS,VA,TAZEWELL HIGH,510381001668,2015,Participants on single-sex teams,,0.55,0.45,1.00,,,,,,,,
VA,TAZEWELL CO PBLC SCHS,VA,TAZEWELL HIGH,510381001668,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.01,0.48,0.01,0.51
VA,TAZEWELL CO PBLC SCHS,VA,TAZEWELL HIGH,510381001668,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.01,0.47,0.01,0.49
VA,TAZEWELL CO PBLC SCHS,VA,GRAHAM HIGH,510381001653,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,TAZEWELL CO PBLC SCHS,VA,GRAHAM HIGH,510381001653,2015,Single-sex teams,,0.48,0.52,1.00,,,,,,,,
VA,TAZEWELL CO PBLC SCHS,VA,GRAHAM HIGH,510381001653,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,TAZEWELL CO PBLC SCHS,VA,GRAHAM HIGH,510381001653,2015,Participants on single-sex teams,,0.62,0.38,1.00,,,,,,,,
VA,TAZEWELL CO PBLC SCHS,VA,GRAHAM HIGH,510381001653,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.00,0.03,0.48,0.02,0.55
VA,TAZEWELL CO PBLC SCHS,VA,GRAHAM HIGH,510381001653,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.01,0.42,0.01,0.45
VA,VA BEACH CITY PBLC SCHS,VA,BAYSIDE HIGH,510384001675,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,VA BEACH CITY PBLC SCHS,VA,BAYSIDE HIGH,510384001675,2015,Single-sex teams,,0.53,0.47,1.00,,,,,,,,
VA,VA BEACH CITY PBLC SCHS,VA,BAYSIDE HIGH,510384001675,2015,Single-sex sports,,0.52,0.48,1.00,,,,,,,,
VA,VA BEACH CITY PBLC SCHS,VA,BAYSIDE HIGH,510384001675,2015,Participants on single-sex teams,,0.60,0.40,1.00,,,,,,,,
VA,VA BEACH CITY PBLC SCHS,VA,BAYSIDE HIGH,510384001675,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.02,0.00,0.05,0.23,0.15,0.03,0.48
VA,VA BEACH CITY PBLC SCHS,VA,BAYSIDE HIGH,510384001675,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.04,0.00,0.05,0.23,0.16,0.04,0.52
VA,CUMBERLAND CO PBLC SCHS,VA,CUMBERLAND HIGH,510108000057,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CUMBERLAND CO PBLC SCHS,VA,CUMBERLAND HIGH,510108000057,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,CUMBERLAND CO PBLC SCHS,VA,CUMBERLAND HIGH,510108000057,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,CUMBERLAND CO PBLC SCHS,VA,CUMBERLAND HIGH,510108000057,2015,Participants on single-sex teams,,0.53,0.47,1.00,,,,,,,,
VA,CUMBERLAND CO PBLC SCHS,VA,CUMBERLAND HIGH,510108000057,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.01,0.21,0.24,0.01,0.48
VA,CUMBERLAND CO PBLC SCHS,VA,CUMBERLAND HIGH,510108000057,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.02,0.21,0.28,0.01,0.52
VA,DANVILLE CITY PBLC SCHS,VA,ADULT & CAREER  EDUCATION CTR,510111002467,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,ADULT & CAREER  EDUCATION CTR,510111002467,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,ADULT & CAREER  EDUCATION CTR,510111002467,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,ADULT & CAREER  EDUCATION CTR,510111002467,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,ADULT & CAREER  EDUCATION CTR,510111002467,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.67
VA,DANVILLE CITY PBLC SCHS,VA,ADULT & CAREER  EDUCATION CTR,510111002467,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.27,0.07,0.00,0.33
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Single-sex teams,,0.52,0.48,1.00,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Single-sex sports,,0.52,0.48,1.00,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Participants on single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.03,0.35,0.10,0.00,0.49
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.03,0.36,0.10,0.01,0.51
VA,DANVILLE CITY PBLC SCHS,VA,LANGSTON FOCUS,510111002750,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,LANGSTON FOCUS,510111002750,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,LANGSTON FOCUS,510111002750,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,LANGSTON FOCUS,510111002750,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,LANGSTON FOCUS,510111002750,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.36,0.04,0.00,0.40
VA,DANVILLE CITY PBLC SCHS,VA,LANGSTON FOCUS,510111002750,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.04,0.53,0.04,0.00,0.60
VA,DANVILLE CITY PBLC SCHS,VA,GALILEO MAGNET HIGH,510111002261,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GALILEO MAGNET HIGH,510111002261,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GALILEO MAGNET HIGH,510111002261,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GALILEO MAGNET HIGH,510111002261,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GALILEO MAGNET HIGH,510111002261,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.02,0.00,0.02,0.18,0.24,0.02,0.47
VA,DANVILLE CITY PBLC SCHS,VA,GALILEO MAGNET HIGH,510111002261,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.05,0.21,0.24,0.03,0.53
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW HIGH SCHOOL,510114002981,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW HIGH SCHOOL,510114002981,2015,Single-sex teams,,0.55,0.45,1.00,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW HIGH SCHOOL,510114002981,2015,Single-sex sports,,0.53,0.47,1.00,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW HIGH SCHOOL,510114002981,2015,Participants on single-sex teams,,0.48,0.52,1.00,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW HIGH SCHOOL,510114002981,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.49
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW HIGH SCHOOL,510114002981,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.01,0.50,0.00,0.51
VA,DINWIDDIE CO PBLC SCHS,VA,DINWIDDIE HIGH,510117000410,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,DINWIDDIE CO PBLC SCHS,VA,DINWIDDIE HIGH,510117000410,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,DINWIDDIE CO PBLC SCHS,VA,DINWIDDIE HIGH,510117000410,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,DINWIDDIE CO PBLC SCHS,VA,DINWIDDIE HIGH,510117000410,2015,Participants on single-sex teams,,0.62,0.38,1.00,,,,,,,,
VA,DINWIDDIE CO PBLC SCHS,VA,DINWIDDIE HIGH,510117000410,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.02,0.18,0.30,0.02,0.52
VA,DINWIDDIE CO PBLC SCHS,VA,DINWIDDIE HIGH,510117000410,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.03,0.18,0.24,0.03,0.48
VA,ESSEX CO PBLC SCHS,VA,ESSEX HIGH,510120000419,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,ESSEX CO PBLC SCHS,VA,ESSEX HIGH,510120000419,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,ESSEX CO PBLC SCHS,VA,ESSEX HIGH,510120000419,2015,Single-sex sports,,0.54,0.46,1.00,,,,,,,,
VA,ESSEX CO PBLC SCHS,VA,ESSEX HIGH,510120000419,2015,Participants on single-sex teams,,0.53,0.47,1.00,,,,,,,,
VA,ESSEX CO PBLC SCHS,VA,ESSEX HIGH,510120000419,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.02,0.25,0.23,0.02,0.52
VA,ESSEX CO PBLC SCHS,VA,ESSEX HIGH,510120000419,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.02,0.23,0.18,0.04,0.48
VA,FAIRFAX CO PBLC SCHS,VA,ALC AT MOUNTAIN VIEW,510126001106,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ALC AT MOUNTAIN VIEW,510126001106,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ALC AT MOUNTAIN VIEW,510126001106,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ALC AT MOUNTAIN VIEW,510126001106,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ALC AT MOUNTAIN VIEW,510126001106,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.31,0.08,0.19,0.00,0.58
VA,FAIRFAX CO PBLC SCHS,VA,ALC AT MOUNTAIN VIEW,510126001106,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.08,0.00,0.19,0.08,0.08,0.00,0.42
VA,FAIRFAX CO PBLC SCHS,VA,ROBINSON SECONDARY,510126000561,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ROBINSON SECONDARY,510126000561,2015,Single-sex teams,,0.46,0.54,1.00,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ROBINSON SECONDARY,510126000561,2015,Single-sex sports,,0.48,0.52,1.00,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ROBINSON SECONDARY,510126000561,2015,Participants on single-sex teams,,0.58,0.42,1.00,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,ROBINSON SECONDARY,510126000561,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.08,0.00,0.07,0.03,0.31,0.03,0.52
VA,FAIRFAX CO PBLC SCHS,VA,ROBINSON SECONDARY,510126000561,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.07,0.00,0.07,0.03,0.29,0.03,0.48
VA,FAIRFAX CO PBLC SCHS,VA,MOUNT VERNON HIGH,510126000542,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,MOUNT VERNON HIGH,510126000542,2015,Single-sex teams,,0.49,0.51,1.00,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,MOUNT VERNON HIGH,510126000542,2015,Single-sex sports,,0.48,0.52,1.00,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,MOUNT VERNON HIGH,510126000542,2015,Participants on single-sex teams,,0.56,0.44,1.00,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,MOUNT VERNON HIGH,510126000542,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.03,0.00,0.22,0.14,0.11,0.02,0.52
VA,FAIRFAX CO PBLC SCHS,VA,MOUNT VERNON HIGH,510126000542,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.03,0.00,0.20,0.13,0.09,0.02,0.48
VA,PORTSMOUTH CITY PBLC SCHS,VA,CHURCHLAND HIGH,510300000375,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,CHURCHLAND HIGH,510300000375,2015,Single-sex teams,,0.48,0.52,1.00,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,CHURCHLAND HIGH,510300000375,2015,Single-sex sports,,0.47,0.53,1.00,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,CHURCHLAND HIGH,510300000375,2015,Participants on single-sex teams,,0.53,0.47,1.00,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,CHURCHLAND HIGH,510300000375,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.02,0.33,0.12,0.02,0.49
VA,PORTSMOUTH CITY PBLC SCHS,VA,CHURCHLAND HIGH,510300000375,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.02,0.33,0.13,0.03,0.51
VA,PORTSMOUTH CITY PBLC SCHS,VA,WOODROW WILSON HIGH,510300001255,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,WOODROW WILSON HIGH,510300001255,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,WOODROW WILSON HIGH,510300001255,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,WOODROW WILSON HIGH,510300001255,2015,Participants on single-sex teams,,0.55,0.45,1.00,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,WOODROW WILSON HIGH,510300001255,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.02,0.30,0.16,0.02,0.51
VA,PORTSMOUTH CITY PBLC SCHS,VA,WOODROW WILSON HIGH,510300001255,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.02,0.32,0.13,0.02,0.49
VA,PORTSMOUTH CITY PBLC SCHS,VA,I.C. NORCOM HIGH,510300001250,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,I.C. NORCOM HIGH,510300001250,2015,Single-sex teams,,0.52,0.48,1.00,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,I.C. NORCOM HIGH,510300001250,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,I.C. NORCOM HIGH,510300001250,2015,Participants on single-sex teams,,0.54,0.46,1.00,,,,,,,,
VA,PORTSMOUTH CITY PBLC SCHS,VA,I.C. NORCOM HIGH,510300001250,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.01,0.44,0.01,0.00,0.47
VA,PORTSMOUTH CITY PBLC SCHS,VA,I.C. NORCOM HIGH,510300001250,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.01,0.50,0.01,0.01,0.53
VA,POWHATAN CO PBLC SCHS,VA,POWHATAN HIGH,510303001268,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,POWHATAN CO PBLC SCHS,VA,POWHATAN HIGH,510303001268,2015,Single-sex teams,,0.44,0.56,1.00,,,,,,,,
VA,POWHATAN CO PBLC SCHS,VA,POWHATAN HIGH,510303001268,2015,Single-sex sports,,0.46,0.54,1.00,,,,,,,,
VA,POWHATAN CO PBLC SCHS,VA,POWHATAN HIGH,510303001268,2015,Participants on single-sex teams,,0.51,0.49,1.00,,,,,,,,
VA,POWHATAN CO PBLC SCHS,VA,POWHATAN HIGH,510303001268,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.02,0.03,0.45,0.02,0.52
VA,POWHATAN CO PBLC SCHS,VA,POWHATAN HIGH,510303001268,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.01,0.03,0.42,0.01,0.48
VA,PRINCE EDWARD CO PBLC SCHS,VA,PRINCE EDWARD COUNTY HIGH,510306001271,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,PRINCE EDWARD CO PBLC SCHS,VA,PRINCE EDWARD COUNTY HIGH,510306001271,2015,Single-sex teams,,0.52,0.48,1.00,,,,,,,,
VA,PRINCE EDWARD CO PBLC SCHS,VA,PRINCE EDWARD COUNTY HIGH,510306001271,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,PRINCE EDWARD CO PBLC SCHS,VA,PRINCE EDWARD COUNTY HIGH,510306001271,2015,Participants on single-sex teams,,0.55,0.45,1.00,,,,,,,,
VA,PRINCE EDWARD CO PBLC SCHS,VA,PRINCE EDWARD COUNTY HIGH,510306001271,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.01,0.27,0.21,0.00,0.50
VA,PRINCE EDWARD CO PBLC SCHS,VA,PRINCE EDWARD COUNTY HIGH,510306001271,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.02,0.31,0.16,0.00,0.50
VA,PRINCE GEORGE CO PBLC SCHS,VA,PRINCE GEORGE HIGH,510309001280,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,PRINCE GEORGE CO PBLC SCHS,VA,PRINCE GEORGE HIGH,510309001280,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,PRINCE GEORGE CO PBLC SCHS,VA,PRINCE GEORGE HIGH,510309001280,2015,Single-sex sports,,0.47,0.53,1.00,,,,,,,,
VA,PRINCE GEORGE CO PBLC SCHS,VA,PRINCE GEORGE HIGH,510309001280,2015,Participants on single-sex teams,,0.57,0.43,1.00,,,,,,,,
VA,PRINCE GEORGE CO PBLC SCHS,VA,PRINCE GEORGE HIGH,510309001280,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.04,0.17,0.26,0.02,0.51
VA,PRINCE GEORGE CO PBLC SCHS,VA,PRINCE GEORGE HIGH,510309001280,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.04,0.17,0.24,0.03,0.49
VA,PRINCE GEORGE CO PBLC SCHS,VA,N.B. CLEMENTS JUNIOR HIGH,510309001278,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,PRINCE GEORGE CO PBLC SCHS,VA,N.B. CLEMENTS JUNIOR HIGH,510309001278,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,PRINCE GEORGE CO PBLC SCHS,VA,N.B. CLEMENTS JUNIOR HIGH,510309001278,2015,Single-sex sports,,0.47,0.53,1.00,,,,,,,,
VA,PRINCE GEORGE CO PBLC SCHS,VA,N.B. CLEMENTS JUNIOR HIGH,510309001278,2015,Participants on single-sex teams,,0.60,0.40,1.00,,,,,,,,
VA,PRINCE GEORGE CO PBLC SCHS,VA,N.B. CLEMENTS JUNIOR HIGH,510309001278,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.05,0.16,0.24,0.02,0.49
VA,PRINCE GEORGE CO PBLC SCHS,VA,N.B. CLEMENTS JUNIOR HIGH,510309001278,2015,Total Enrollment (Secondary Schools)-female,,,,,0.01,0.01,0.01,0.04,0.18,0.24,0.03,0.51
VA,PRINCE WILLIAM CO PBLC SCHS,VA,WOODBRIDGE HIGH,510313001327,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,PRINCE WILLIAM CO PBLC SCHS,VA,WOODBRIDGE HIGH,510313001327,2015,Single-sex teams,,0.51,0.49,1.00,,,,,,,,
VA,PRINCE WILLIAM CO PBLC SCHS,VA,WOODBRIDGE HIGH,510313001327,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,PRINCE WILLIAM CO PBLC SCHS,VA,WOODBRIDGE HIGH,510313001327,2015,Participants on single-sex teams,,0.59,0.41,1.00,,,,,,,,
VA,PRINCE WILLIAM CO PBLC SCHS,VA,WOODBRIDGE HIGH,510313001327,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.04,0.00,0.15,0.11,0.15,0.03,0.48
VA,PRINCE WILLIAM CO PBLC SCHS,VA,WOODBRIDGE HIGH,510313001327,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.04,0.00,0.15,0.11,0.18,0.04,0.52
VA,PRINCE WILLIAM CO PBLC SCHS,VA,INDEPENDENT HILL & PACE WEST,510313001302,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,PRINCE WILLIAM CO PBLC SCHS,VA,INDEPENDENT HILL & PACE WEST,510313001302,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,PRINCE WILLIAM CO PBLC SCHS,VA,INDEPENDENT HILL & PACE WEST,510313001302,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,PRINCE WILLIAM CO PBLC SCHS,VA,INDEPENDENT HILL & PACE WEST,510313001302,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,PRINCE WILLIAM CO PBLC SCHS,VA,INDEPENDENT HILL & PACE WEST,510313001302,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.14,0.28,0.31,0.03,0.77
VA,PRINCE WILLIAM CO PBLC SCHS,VA,INDEPENDENT HILL & PACE WEST,510313001302,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.06,0.07,0.07,0.01,0.23
VA,PRINCE WILLIAM CO PBLC SCHS,VA,GAR-FIELD HIGH,510313001299,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,PRINCE WILLIAM CO PBLC SCHS,VA,GAR-FIELD HIGH,510313001299,2015,Single-sex teams,,0.43,0.57,1.00,,,,,,,,
VA,PRINCE WILLIAM CO PBLC SCHS,VA,GAR-FIELD HIGH,510313001299,2015,Single-sex sports,,0.48,0.52,1.00,,,,,,,,
VA,PRINCE WILLIAM CO PBLC SCHS,VA,GAR-FIELD HIGH,510313001299,2015,Participants on single-sex teams,,0.54,0.46,1.00,,,,,,,,
